"SYMBOL","FC","logFC","P.Value","adj.P.Val","AveExpr","t","B","Directory","DEG_test"
"Elmod1",-1.36086127679328,-0.444520009176423,5.3896321065141e-05,0.00584153202929105,9.34955355292722,-4.04551589748539,1.60274643839243,"L4","VehicleVsPCB_in_WTs"
"Kalrn",-1.37601064607851,-0.460491632093249,9.93026718285266e-05,0.0095121272800576,10.230435056383,-3.89900035814485,1.09232615643068,"L4","VehicleVsPCB_in_WTs"
"Itm2b",-1.3564499009921,-0.439835764225028,0.000101264662314311,0.0095121272800576,9.61412683099837,-3.89422891400523,1.04658537069514,"L4","VehicleVsPCB_in_WTs"
"Rgs4",-1.34023774555769,-0.422488943901923,0.000136684989773554,0.0120368219119336,9.132607120684,-3.82042156219173,0.726033571432908,"L4","VehicleVsPCB_in_WTs"
"Fth1",-1.34332843528614,-0.425812077683736,0.000157418901832545,0.0130472489812974,9.55571742762892,-3.78522888229476,0.643979977041258,"L4","VehicleVsPCB_in_WTs"
"Atp2b2",-1.33632802899393,-0.418274190232726,0.000243570076038697,0.0186976435520748,9.3908704537826,-3.67459098359862,0.234315126642717,"L4","VehicleVsPCB_in_WTs"
"Slc1a2",-1.35319576799298,-0.436370570343058,0.000253231325616949,0.0186976435520748,10.0767051622306,-3.66458916335839,0.244144821642916,"L4","VehicleVsPCB_in_WTs"
"Gapdh",-1.34468608747806,-0.427269419699201,0.000266700523655893,0.0186976435520748,9.60476636002167,-3.65122689222052,0.166933178700752,"L4","VehicleVsPCB_in_WTs"
"Ubb",-1.32402786991163,-0.404933490241895,0.000295280038919643,0.0186976435520748,9.48580595127149,-3.62485336760922,0.0664907392311402,"L4","VehicleVsPCB_in_WTs"
"Atp1a1",-1.34062447289885,-0.42290517537946,0.0002989303553199,0.0186976435520748,9.52273220502268,-3.62165886329162,0.0619336803116282,"L4","VehicleVsPCB_in_WTs"
"Gpm6a",-1.33719105061459,-0.419205604610909,0.000305213485945863,0.0186976435520748,10.0191134564024,-3.6162449563917,0.0732885541112624,"L4","VehicleVsPCB_in_WTs"
