"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Directory","DEG_test"
"Pancreatic secretion","7/105",0.000218298918853814,0.00124364232559142,0,0,6.27264030612245,52.8761325425915,"KCNMA1;GNAS;ATP2A2;ATP2B2;ATP1A1;ATP1B1;PLCB1","L4","WTvsHET_in_Vehicle"
"Tuberculosis","9/178",0.000232891856156713,0.00128775496933712,0,0,4.70174316328163,39.3297822893025,"PPP3CA;PPP3R1;ATP6V0B;CAMK2A;CYCS;CALM1;CALM2;ATP6V0C;ATP6V0A1","L4","WTvsHET_in_Vehicle"
"Fluid shear stress and atherosclerosis","8/143",0.000261811283903123,0.00140630061067963,0,0,5.21747218070088,43.0331189069006,"MEF2C;HSP90AA1;HSP90AB1;CALM1;CALM2;ACTB;ACTG1;HSP90B1","L4","WTvsHET_in_Vehicle"
"Non-alcoholic fatty liver disease (NAFLD)","8/151",0.000378120087604161,0.00197462712415506,0,0,4.92357866348898,38.7992706432743,"COX8A;CDC42;NDUFA13;NDUFA4;COX4I1;CYCS;COX5B;COX5A","L4","WTvsHET_in_Vehicle"
"Hippo signaling pathway","8/159",0.000533409402031394,0.00271029642113249,0,0,4.66082618121344,35.125017634585,"YWHAE;PAK1;YWHAB;YWHAZ;ACTB;YWHAG;ACTG1;YWHAH","L4","WTvsHET_in_Vehicle"
"GABAergic synapse","6/90",0.00061733876745019,0.00305420232317463,0,0,6.24920634920635,46.1822137777443,"GABRB3;NSF;GABRA1;GABARAPL1;GABBR1;GABRG2","L4","WTvsHET_in_Vehicle"
"Necroptosis","8/176",0.00103564526924799,0.00499234129791338,0,0,4.18556480888319,28.766259331837,"HSP90AA1;HSP90AB1;FTH1;CAMK2A;VDAC1;HMGB1;PPIA;SLC25A4","L4","WTvsHET_in_Vehicle"
"Apelin signaling pathway","7/138",0.00112816168649045,0.00530235992650512,0,0,4.68463740458015,31.7954107641398,"EGR1;GABARAPL1;MEF2C;CAMK4;CALM1;PLCB1;CALM2","L4","WTvsHET_in_Vehicle"
"Vasopressin-regulated water reabsorption","4/43",0.00150303545896052,0.00689196747035555,0,0,8.91449226250988,57.9465939282582,"NSF;GNAS;DYNLL1;VAMP2","L4","WTvsHET_in_Vehicle"
"Thyroid hormone synthesis","5/73",0.00156194891176574,0.0069915808431419,0,0,6.40974752732952,41.418640760391,"GNAS;ATP1A1;ATP1B1;PLCB1;HSP90B1","L4","WTvsHET_in_Vehicle"
"Bacterial invasion of epithelial cells","5/74",0.00165962308771594,0.00725602652303713,0,0,6.31653199948698,40.4331620278165,"CDC42;CLTC;WASF1;ACTB;ACTG1","L4","WTvsHET_in_Vehicle"
"Retrograde endocannabinoid signaling","7/150",0.00182355021617253,0.00779153274182807,0,0,4.2888986013986,27.0499548538775,"GABRB3;GRIA2;GABRA1;NDUFA13;NDUFA4;PLCB1;GABRG2","L4","WTvsHET_in_Vehicle"
"Proximal tubule bicarbonate reclamation","3/22",0.00199133569965957,0.00831935803413331,0,0,13.6772853185596,85.0583488753498,"MDH1;ATP1A1;ATP1B1","L4","WTvsHET_in_Vehicle"
"Salmonella infection","5/78",0.00209560345861689,0.00856464022217339,0,0,5.96920838889562,36.8175623194868,"CDC42;WASF1;ACTB;ACTG1;PFN2","L4","WTvsHET_in_Vehicle"
"Thyroid hormone signaling pathway","6/115",0.00219877789680451,0.00879511158721804,0,0,4.80978593272171,29.4351856325546,"ATP2A2;ATP1A1;ATP1B1;PLCB1;ACTB;ACTG1","L4","WTvsHET_in_Vehicle"
"Cocaine addiction","4/48",0.00226567958715857,0.00887391171637105,0,0,7.8994793752503,48.1068856173709,"GRIA2;GRIN2A;GNAS;GRIN2B","L4","WTvsHET_in_Vehicle"
"Neurotrophin signaling pathway","6/121",0.00283706411980789,0.0108850623372221,0,0,4.55744927536232,26.7293740178833,"YWHAE;CDC42;CAMK4;CAMK2A;CALM1;CALM2","L4","WTvsHET_in_Vehicle"
"Cell cycle","6/123",0.00307788040403558,0.0115728303191738,0,0,4.47908831908832,25.9048704459476,"YWHAE;YWHAB;SKP1A;YWHAZ;YWHAG;YWHAH","L4","WTvsHET_in_Vehicle"
"Regulation of actin cytoskeleton","8/217",0.003821703617427,0.0140878486289466,0,0,3.3574355783466,18.6910418950417,"CYFIP2;CDC42;PAK1;CFL1;WASF1;ACTB;PFN2;ACTG1","L4","WTvsHET_in_Vehicle"
"Dilated cardiomyopathy (DCM)","5/90",0.00390312262242293,0.0141112894810675,0,0,5.12337324310255,28.4141172071398,"CACNA2D1;GNAS;ATP2A2;ACTB;ACTG1","L4","WTvsHET_in_Vehicle"
"Morphine addiction","5/92",0.00428729582185219,0.0152077663114757,0,0,5.00508595259892,27.2882245642804,"GABRB3;GABRA1;GABBR1;GNAS;GABRG2","L4","WTvsHET_in_Vehicle"
"Axon guidance","7/180",0.00501260244761108,0.0174512825953867,0,0,3.53973988439306,18.7457546501441,"EPHA5;CDC42;PPP3CA;PPP3R1;PAK1;CFL1;CAMK2A","L4","WTvsHET_in_Vehicle"
"Melanogenesis","5/100",0.00609577499183241,0.020836467244809,0,0,4.5817419655333,23.3676142259104,"CAMK2A;GNAS;CALM1;PLCB1;CALM2","L4","WTvsHET_in_Vehicle"
"Human immunodeficiency virus 1 infection","8/238",0.0066000698810525,0.0221573774578191,0,0,3.04761162019887,15.3010675991428,"PPP3CA;PPP3R1;PAK1;CFL1;CYCS;CALM1;SKP1A;CALM2","L4","WTvsHET_in_Vehicle"
"Adherens junction","4/72",0.00966641824105906,0.0306997093911227,0,0,5.10520860326509,23.6835601477519,"CDC42;WASF1;ACTB;ACTG1","L4","WTvsHET_in_Vehicle"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)","4/72",0.00966641824105906,0.0306997093911227,0,0,5.10520860326509,23.6835601477519,"CACNA2D1;ATP2A2;ACTB;ACTG1","L4","WTvsHET_in_Vehicle"
"C-type lectin receptor signaling pathway","5/112",0.00972477652814309,0.0306997093911227,0,0,4.06542056074766,18.8354120602898,"PPP3CA;PPP3R1;PAK1;CALM1;CALM2","L4","WTvsHET_in_Vehicle"
"Human cytomegalovirus infection","8/255",0.00979777959291149,0.0306997093911227,0,0,2.83538788329914,13.1153687501414,"PPP3CA;PPP3R1;GNAS;CYCS;CALM1;PLCB1;CALM2;CX3CL1","L4","WTvsHET_in_Vehicle"
"Hepatitis C","6/160",0.0108236479661818,0.0331826511913482,0,0,3.3965367965368,15.3727999663527,"YWHAE;YWHAB;CYCS;YWHAZ;YWHAG;YWHAH","L4","WTvsHET_in_Vehicle"
"Ferroptosis","3/40",0.0109716499587048,0.0331826511913482,0,0,7.01706970128023,31.6641102801673,"MAP1LC3A;FTH1;ACSL3","L4","WTvsHET_in_Vehicle"
"Glioma","4/75",0.0111197182183773,0.0331826511913482,0,0,4.88875100825216,21.9946635084116,"CAMK4;CAMK2A;CALM1;CALM2","L4","WTvsHET_in_Vehicle"
"Kaposi sarcoma-associated herpesvirus infection","7/216",0.0129783405007205,0.0381238752208664,0,0,2.92464114832536,12.7060257505489,"PPP3CA;GABARAPL1;PPP3R1;UBB;CYCS;CALM1;CALM2","L4","WTvsHET_in_Vehicle"
"Influenza A","6/168",0.0135161968266557,0.039093000052481,0,0,3.22748971193416,13.8906850043784,"HSPA8;CYCS;VDAC1;ACTB;ACTG1;KPNA1","L4","WTvsHET_in_Vehicle"
"Mineral absorption","3/44",0.0142212389218582,0.040508983595596,0,0,6.33119383825417,26.9266859969554,"FTH1;ATP1A1;ATP1B1","L4","WTvsHET_in_Vehicle"
"Inflammatory mediator regulation of TRP channels","5/127",0.0160589698359531,0.0450609899874504,0,0,3.5628536196141,14.7198859677282,"CAMK2A;GNAS;CALM1;PLCB1;CALM2","L4","WTvsHET_in_Vehicle"
"Hypertrophic cardiomyopathy (HCM)","4/86",0.0176228292540812,0.0487219397024597,0,0,4.23057913398517,17.0854480936118,"CACNA2D1;ATP2A2;ACTB;ACTG1","L4","WTvsHET_in_Vehicle"
"Viral myocarditis","4/87",0.0183095221567553,0.049174145221,0,0,4.17939599808927,16.718979985967,"CYCS;ACTB;EIF4G2;ACTG1","L4","WTvsHET_in_Vehicle"
"Fc gamma R-mediated phagocytosis","4/87",0.0183095221567553,0.049174145221,0,0,4.17939599808927,16.718979985967,"CDC42;PAK1;CFL1;WASF1","L4","WTvsHET_in_Vehicle"
"Ribosome","48/170",2.2408414376486e-51,3.8318388583791e-49,0,0,37.1160151324086,4328.65483076605,"RPL30;RPL3;RPL32;RPL34;RPLP1;RPL11;RPL8;RPL10A;RPL6;RPS14;RPS16;RPS19;RPL18A;RPL14;RPS3;RPL35;RPL13;RPL38;RPL37;RPL15;RPS2;RPS27A;RPS10;RPS13;RPS12;RPL19;RPL41;RPL21;RPS7;RPS8;RPL23;RPS5;RPSA;RPS26;RPS27;RPS29;RPS3A1;RPL27A;RPL37A;RPL24;RPL22L1;FAU;RPL29;RPL28;UBA52;RPS21;RPS24;RPS23","L5","WTvsHET_in_Vehicle"
"Alzheimer disease","18/175",1.16952700039712e-11,9.99945585339539e-10,0,0,9.43547610126853,237.50826293825,"NDUFA13;NDUFA6;NDUFA4;COX4I1;ATP5G3;ATP5F1;COX5B;GRIN2B;COX7C;RTN4;RYR3;PPP3CA;PPP3R1;GRIN2A;CALM1;CALM2;GAPDH;SNCA","L5","WTvsHET_in_Vehicle"
"Long-term potentiation","11/67",8.3215547796865e-10,4.19642300976844e-08,0,0,15.7848396501458,330.013671294122,"PRKCG;GRIA1;CAMK2B;PPP3CA;GRIA2;GRM5;PPP3R1;GRIN2A;CALM1;GRIN2B;CALM2","L5","WTvsHET_in_Vehicle"
"Amphetamine addiction","11/68",9.81619417489693e-10,4.19642300976844e-08,0,0,15.5071249552453,321.645954860485,"PRKCG;GRIA1;CAMK2B;PPP3CA;GRIA2;PPP3R1;GRIN2A;GNAS;CALM1;GRIN2B;CALM2","L5","WTvsHET_in_Vehicle"
"Glutamatergic synapse","12/114",2.60034255912762e-08,8.89317155221647e-07,0,0,9.47058823529412,165.404179188763,"PRKCG;GRIA1;GRIA2;PPP3CA;PPP3R1;GRIN2A;GRM5;HOMER1;GNAS;DLGAP1;GRIN2B;GNG13","L5","WTvsHET_in_Vehicle"
"Circadian entrainment","11/99",5.69198963740377e-08,1.62221704666007e-06,0,0,10.0285714285714,167.29282658236,"PRKCG;GRIA1;CAMK2B;GRIA2;GRIN2A;GNAS;CALM1;GRIN2B;CALM2;RYR3;GNG13","L5","WTvsHET_in_Vehicle"
"Oxytocin signaling pathway","13/154",9.63160593284362e-08,2.35286373502323e-06,0,0,7.437731663894,120.161246517132,"PRKCG;CAMK2B;MEF2C;ACTB;RYR3;ACTG1;CACNB2;PPP3CA;MYL6;PPP3R1;GNAS;CALM1;CALM2","L5","WTvsHET_in_Vehicle"
"Calcium signaling pathway","14/189",1.57885247828244e-07,3.26314980981615e-06,0,0,6.46909090909091,101.315003203443,"PRKCG;CAMK2B;ATP2B1;RYR3;PPP3CA;PPP3R1;GRIN2A;GRM5;GNAS;PTK2B;VDAC1;CALM1;CALM2;SLC25A4","L5","WTvsHET_in_Vehicle"
"Dopaminergic synapse","12/135",1.71744726832429e-07,3.26314980981615e-06,0,0,7.8452618952419,122.207657706146,"PRKCG;GRIA1;CAMK2B;GRIA2;PPP3CA;GRIN2A;CALY;GNAS;CALM1;GRIN2B;CALM2;GNG13","L5","WTvsHET_in_Vehicle"
"Parkinson disease","12/144",3.47656354301977e-07,5.94492365856381e-06,0,0,7.3070044709389,108.67014558005,"NDUFA13;NDUFA6;UBB;NDUFA4;COX4I1;VDAC1;ATP5G3;ATP5F1;COX5B;COX7C;SLC25A4;SNCA","L5","WTvsHET_in_Vehicle"
"Oocyte meiosis","10/116",2.45955558435627e-06,3.82349095386293e-05,0,0,7.53106304647952,97.2676698133005,"YWHAE;CAMK2B;PPP3CA;PPP3R1;YWHAB;CALM1;SKP1A;CALM2;YWHAZ;YWHAH","L5","WTvsHET_in_Vehicle"
"Huntington disease","12/192",7.20352040157135e-06,0.000102650165722392,0,0,5.34535519125683,63.2940338763191,"NDUFA13;GRM5;NDUFA6;NDUFA4;COX4I1;VDAC1;ATP5G3;ATP5F1;COX5B;GRIN2B;COX7C;SLC25A4","L5","WTvsHET_in_Vehicle"
"Nicotine addiction","6/40",1.10524864538391e-05,0.000145382706431268,0,0,13.9129411764706,158.786382174802,"GABRB3;GRIA1;GABRA2;GRIA2;GRIN2A;GRIN2B","L5","WTvsHET_in_Vehicle"
"Retrograde endocannabinoid signaling","10/150",2.4123506026877e-05,0.00029465139504257,0,0,5.69221835075494,60.5215088675466,"PRKCG;GRIA1;GABRB3;GABRA2;GRIA2;NDUFA13;GRM5;NDUFA6;NDUFA4;GNG13","L5","WTvsHET_in_Vehicle"
"Gastric acid secretion","7/74",4.49548187906812e-05,0.000484929173432502,0,0,8.25624887610142,82.64383427407,"PRKCG;CAMK2B;GNAS;ATP1B1;CALM1;CALM2;ACTB","L5","WTvsHET_in_Vehicle"
"Thermogenesis","12/231",4.5373489911813e-05,0.000484929173432502,0,0,4.38468448237144,43.8493991046184,"COA3;NDUFA13;NDUFA6;NDUFA4;COX4I1;GNAS;ATP5G3;COX5B;ATP5F1;COX7C;ACTB;ACTG1","L5","WTvsHET_in_Vehicle"
"Amyotrophic lateral sclerosis (ALS)","6/52",5.15628573022703e-05,0.000518661682275777,0,0,10.2772173913043,101.463976268165,"GRIA1;PPP3CA;GRIA2;PPP3R1;GRIN2A;GRIN2B","L5","WTvsHET_in_Vehicle"
"Oxidative phosphorylation","9/134",5.81739280697353e-05,0.000540309723398308,0,0,5.7188987854251,55.7711200072388,"NDUFA13;NDUFA6;NDUFA4;COX4I1;ATP5G3;ATP5F1;COX5B;COX7C;ATP6V0C","L5","WTvsHET_in_Vehicle"
"Salivary secretion","7/78",6.31941196957085e-05,0.000540309723398308,0,0,7.78952429436054,75.3192418374034,"PRKCG;GNAS;ATP2B1;ATP1B1;CALM1;CALM2;RYR3","L5","WTvsHET_in_Vehicle"
"Salmonella infection","7/78",6.31941196957085e-05,0.000540309723398308,0,0,7.78952429436054,75.3192418374034,"CDC42;ARPC2;ARPC5;WASF1;ACTB;ACTG1;PFN2","L5","WTvsHET_in_Vehicle"
"Rap1 signaling pathway","11/209",8.3678834393137e-05,0.000681384794344115,0,0,4.43219954648526,41.6118139738061,"PRKCG;CDC42;GRIN2A;DOCK4;GNAS;CALM1;GRIN2B;CALM2;ACTB;PFN2;ACTG1","L5","WTvsHET_in_Vehicle"
"cAMP signaling pathway","11/211",9.10993836330936e-05,0.000708090663693591,0,0,4.38742857142857,40.8187028520555,"GRIA1;CAMK2B;GRIA2;GRIN2A;GNAS;PDE4A;ATP2B1;CALM1;ATP1B1;GRIN2B;CALM2","L5","WTvsHET_in_Vehicle"
"Regulation of actin cytoskeleton","11/217",0.000116829666585307,0.000868603173308152,0,0,4.25833168218744,38.5583141435314,"CDC42;NCKAP1;ARPC2;TMSB4X;CFL1;ARPC5;WASF1;ACTB;PFN2;MYL12B;ACTG1","L5","WTvsHET_in_Vehicle"
"Aldosterone synthesis and secretion","7/102",0.000340674702960406,0.00242730725859289,0,0,5.8145423800465,46.4266932532406,"PRKCG;CAMK2B;GNAS;ATP2B1;ATP1B1;CALM1;CALM2","L5","WTvsHET_in_Vehicle"
"Bacterial invasion of epithelial cells","6/74",0.000371154920563797,0.00252979170870735,0,0,6.94447058823529,54.8536162769102,"CDC42;ARPC2;ARPC5;WASF1;ACTB;ACTG1","L5","WTvsHET_in_Vehicle"
"cGMP-PKG signaling pathway","9/172",0.000384646692551995,0.00252979170870735,0,0,4.37716400486824,34.4184517755835,"PPP3CA;MEF2C;PPP3R1;VDAC1;ATP2B1;ATP1B1;CALM1;CALM2;SLC25A4","L5","WTvsHET_in_Vehicle"
"Axon guidance","9/180",0.00053537277907494,0.00339069426747462,0,0,4.17067973577669,31.4158422594015,"EPHA5;CAMK2B;CDC42;PPP3CA;EPHA7;PPP3R1;EPHA6;CFL1;MYL12B","L5","WTvsHET_in_Vehicle"
"Leukocyte transendothelial migration","7/115",0.000702487251392011,0.00429018999957264,0,0,5.11125985423174,37.1122613400705,"PRKCG;CDC42;PTK2B;THY1;ACTB;ACTG1;MYL12B","L5","WTvsHET_in_Vehicle"
"Fc gamma R-mediated phagocytosis","6/87",0.000881350191167237,0.00519692698929647,0,0,5.82607407407407,40.980928490157,"PRKCG;CDC42;ARPC2;CFL1;ARPC5;WASF1","L5","WTvsHET_in_Vehicle"
"Human immunodeficiency virus 1 infection","10/238",0.00102920795361867,0.00580662608114808,0,0,3.47953216374269,23.9355825791023,"PRKCG;PPP3CA;PPP3R1;CFL1;PTK2B;ELOB;CALM1;SKP1A;CALM2;GNG13","L5","WTvsHET_in_Vehicle"
"GnRH signaling pathway","6/90",0.00105266320769351,0.00580662608114808,0,0,5.61714285714286,38.5135576845465,"CAMK2B;CDC42;GNAS;PTK2B;CALM1;CALM2","L5","WTvsHET_in_Vehicle"
"Morphine addiction","6/92",0.0011803331381982,0.00630740520724663,0,0,5.48595348837209,36.9860710798283,"GABRB3;PRKCG;GABRA2;GNAS;PDE4A;GNG13","L5","WTvsHET_in_Vehicle"
"Glucagon signaling pathway","6/102",0.00200528831270004,0.0103910394385366,0,0,4.912,30.5131840245276,"CAMK2B;PPP3CA;PPP3R1;GNAS;CALM1;CALM2","L5","WTvsHET_in_Vehicle"
"Fluid shear stress and atherosclerosis","7/143",0.0024800591820768,0.0124732388275039,0,0,4.05315379163714,24.3167861514832,"MEF2C;HSP90AA1;HSP90AB1;CALM1;CALM2;ACTB;ACTG1","L5","WTvsHET_in_Vehicle"
"Renin secretion","5/76",0.00291515032952929,0.0142425916099859,0,0,5.5196116940688,32.2225762044456,"PPP3CA;PPP3R1;GNAS;CALM1;CALM2","L5","WTvsHET_in_Vehicle"
"Adrenergic signaling in cardiomyocytes","7/148",0.00300533143828448,0.0142753243318513,0,0,3.90842803839471,22.6976776593526,"CAMK2B;CACNB2;GNAS;ATP2B1;ATP1B1;CALM1;CALM2","L5","WTvsHET_in_Vehicle"
"Cardiac muscle contraction","5/78",0.0032632041057159,0.0147278750761732,0,0,5.36784369371828,30.7311505201986,"CACNB2;COX4I1;ATP1B1;COX5B;COX7C","L5","WTvsHET_in_Vehicle"
"Cocaine addiction","4/48",0.00327991204468172,0.0147278750761732,0,0,7.10678210678211,40.6503578102639,"GRIA2;GRIN2A;GNAS;GRIN2B","L5","WTvsHET_in_Vehicle"
"Non-alcoholic fatty liver disease (NAFLD)","7/151",0.00335898905246056,0.0147278750761732,0,0,3.82641677822401,21.7957108772933,"CDC42;NDUFA13;NDUFA6;NDUFA4;COX4I1;COX5B;COX7C","L5","WTvsHET_in_Vehicle"
"Hippo signaling pathway","7/159",0.00445772550714977,0.0190567765430653,0,0,3.62354681885436,19.6146815048924,"YWHAE;DLG1;YWHAB;YWHAZ;ACTB;ACTG1;YWHAH","L5","WTvsHET_in_Vehicle"
"Endocrine and other factor-regulated calcium reabsorption","4/55",0.00536260280707617,0.0223659775612201,0,0,6.1291627762216,32.0451374356639,"PRKCG;GNAS;ATP2B1;ATP1B1","L5","WTvsHET_in_Vehicle"
"GABAergic synapse","5/90",0.00600518894161637,0.0244496978337238,0,0,4.60721818607921,23.5665262254961,"GABRB3;PRKCG;GABRA2;GABARAPL2;GNG13","L5","WTvsHET_in_Vehicle"
"VEGF signaling pathway","4/58",0.00647550868685751,0.0257514415221543,0,0,5.78777189888301,29.1687967493064,"PRKCG;CDC42;PPP3CA;PPP3R1","L5","WTvsHET_in_Vehicle"
"Estrogen signaling pathway","6/134",0.00763433906624073,0.0287420314695518,0,0,3.678,17.9306137923273,"HSPA8;HSP90AA1;HSP90AB1;GNAS;CALM1;CALM2","L5","WTvsHET_in_Vehicle"
"Necroptosis","7/176",0.00767077364211589,0.0287420314695518,0,0,3.25622014685963,15.8588920751741,"CAMK2B;HSP90AA1;HSP90AB1;FTH1;VDAC1;PPIA;SLC25A4","L5","WTvsHET_in_Vehicle"
"Long-term depression","4/61",0.0077317745473648,0.0287420314695518,0,0,5.48231690336953,26.6573102329718,"PRKCG;GRIA1;GRIA2;GNAS","L5","WTvsHET_in_Vehicle"
"Apelin signaling pathway","6/138",0.0087634753415317,0.0318841336894026,0,0,3.56581818181818,16.8918609722708,"GABARAPL2;MEF2C;CALM1;CALM2;RYR3;GNG13","L5","WTvsHET_in_Vehicle"
"Melanogenesis","5/100",0.00928599474521782,0.0330813562798385,0,0,4.12015097504718,19.2792080253799,"PRKCG;CAMK2B;GNAS;CALM1;CALM2","L5","WTvsHET_in_Vehicle"
"T cell receptor signaling pathway","5/101",0.00967029900634652,0.0337473700017399,0,0,4.07702523240372,18.9120808370874,"CDC42;PPP3CA;PPP3R1;DLG1;RASGRP1","L5","WTvsHET_in_Vehicle"
"Th17 cell differentiation","5/102",0.0100654035263294,0.0344236800600465,0,0,4.03478868033023,18.5545855187025,"PPP3CA;PPP3R1;HSP90AA1;HSP90AB1;RORA","L5","WTvsHET_in_Vehicle"
"Ras signaling pathway","8/233",0.0105141791344995,0.0352534241568514,0,0,2.7984229390681,12.7469019485449,"PRKCG;CDC42;GRIN2A;CALM1;GRIN2B;CALM2;RASGRP1;GNG13","L5","WTvsHET_in_Vehicle"
"HIF-1 signaling pathway","5/104",0.0108885679753749,0.0358066369959445,0,0,3.952875367218,17.8671620865974,"PRKCG;CAMK2B;ELOB;ALDOA;GAPDH","L5","WTvsHET_in_Vehicle"
"Adherens junction","4/72",0.013674107690757,0.044118347455084,0,0,4.59290382819795,19.7138968942867,"CDC42;WASF1;ACTB;ACTG1","L5","WTvsHET_in_Vehicle"
"Glioma","4/75",0.0156852029260562,0.0496698092658447,0,0,4.39816677844847,18.2745478949859,"PRKCG;CAMK2B;CALM1;CALM2","L5","WTvsHET_in_Vehicle"
"Ribosome","25/170",6.17328331693783e-25,1.05563144719637e-22,0,0,25.9265596209529,1445.26041903718,"RPL32;RPLP1;RPL6;RPS14;RPL36;RPS3;RPL13;RPL38;RPL37;RPS2;RPS27A;RPL19;RPS9;RPL41;RPS7;RPS8;RPL23;RPS5;RPS26;RPS29;RPS3A1;RPL24;FAU;UBA52;RPS24","L6","WTvsHET_in_Vehicle"
"Alzheimer disease","14/175",9.87775101119305e-11,8.44547711457006e-09,0,0,12.053276178812,277.68519867149,"COX8A;RTN3;NDUFA13;NDUFA4;COX4I1;ATP5J;NDUFC2;ATP5G3;COX5B;COX7C;RTN4;CALM1;CALM2;GAPDH","L6","WTvsHET_in_Vehicle"
"Oxidative phosphorylation","12/134",6.15217700123944e-10,3.50674089070648e-08,0,0,13.4713114754098,285.713650305129,"COX8A;NDUFA13;ATP6V0B;NDUFA4;COX4I1;ATP5J;NDUFC2;ATP5G3;COX5B;COX7C;ATP6V0C;ATP6V0A1","L6","WTvsHET_in_Vehicle"
"Parkinson disease","12/144",1.41535478701449e-09,6.05064171448696e-08,0,0,12.4444444444444,253.566576410398,"COX8A;NDUFA13;UBB;NDUFA4;COX4I1;ATP5J;NDUFC2;VDAC1;ATP5G3;COX5B;COX7C;SLC25A4","L6","WTvsHET_in_Vehicle"
"Thermogenesis","13/231",3.36670902891529e-08,1.15141448788903e-06,0,0,8.18432026688907,140.825512043536,"COX8A;NDUFA13;NDUFA4;COX4I1;ATP5J;NDUFC2;ACSL3;ATP5G3;COX5B;COX7C;ACTB;ACTG1;GNAS","L6","WTvsHET_in_Vehicle"
"Huntington disease","11/192",3.32403624767184e-07,9.47350330586474e-06,0,0,8.2413031053534,122.934825075047,"COX8A;NDUFA13;NDUFA4;COX4I1;ATP5J;NDUFC2;VDAC1;ATP5G3;COX5B;COX7C;SLC25A4","L6","WTvsHET_in_Vehicle"
"Necroptosis","9/176",1.01518603143487e-05,0.000247995444821947,0,0,7.21385799828914,82.9438830622334,"FTL1;HSP90AA1;HSP90AB1;H2AFJ;FTH1;VDAC1;HMGB1;PPIA;SLC25A4","L6","WTvsHET_in_Vehicle"
"Mineral absorption","5/44",2.30010368634688e-05,0.000423384243584368,0,0,16.8152487688912,179.586373615657,"FTL1;FTH1;ATP1A1;MT1;ATP1B1","L6","WTvsHET_in_Vehicle"
"Gastric acid secretion","6/74",2.44603036949413e-05,0.000423384243584368,0,0,11.6329411764706,123.523909069027,"GNAS;ATP1A1;ATP1B1;CALM1;CALM2;ACTB","L6","WTvsHET_in_Vehicle"
"Non-alcoholic fatty liver disease (NAFLD)","8/151",2.47593124903139e-05,0.000423384243584368,0,0,7.44698544698545,78.9850278568526,"COX8A;CDC42;NDUFA13;NDUFA4;COX4I1;NDUFC2;COX5B;COX7C","L6","WTvsHET_in_Vehicle"
"Cardiac muscle contraction","6/78",3.30563394464303e-05,0.000471052837111632,0,0,10.9844444444444,113.329777869033,"COX8A;COX4I1;ATP1A1;ATP1B1;COX5B;COX7C","L6","WTvsHET_in_Vehicle"
"Salivary secretion","6/78",3.30563394464303e-05,0.000471052837111632,0,0,10.9844444444444,113.329777869033,"GNAS;ATP1A1;ATP1B1;CALM1;CALM2;VAMP2","L6","WTvsHET_in_Vehicle"
"Protein processing in endoplasmic reticulum","8/163",4.27936612384656e-05,0.000562901236290585,0,0,6.86625980819529,69.0685352635635,"PDIA3;HSPA8;HSP90AA1;HSP90AB1;TUSC3;SEC62;SKP1A;HSP90B1","L6","WTvsHET_in_Vehicle"
"Estrogen signaling pathway","7/134",8.80183318711382e-05,0.0010750810535689,0,0,7.29371664112456,68.1084739857044,"HSPA8;HSP90AA1;HSP90AB1;GNAS;CALM1;CALM2;HSP90B1","L6","WTvsHET_in_Vehicle"
"Fluid shear stress and atherosclerosis","7/143",0.000132213868371077,0.00150723809943028,0,0,6.80793525463877,60.8022806459501,"HSP90AA1;HSP90AB1;CALM1;CALM2;ACTB;ACTG1;HSP90B1","L6","WTvsHET_in_Vehicle"
"Oocyte meiosis","6/116",0.000299522355917313,0.00320114517886629,0,0,7.176,58.2211950772778,"YWHAQ;CALM1;SKP1A;CALM2;YWHAZ;YWHAH","L6","WTvsHET_in_Vehicle"
"Synaptic vesicle cycle","5/77",0.000340339937618161,0.00342341937251209,0,0,9.09308314937454,72.6134122075784,"ATP6V0B;SYT1;ATP6V0C;VAMP2;ATP6V0A1","L6","WTvsHET_in_Vehicle"
"Phagosome","7/180",0.000537454791958911,0.00510582052360966,0,0,5.34185514218101,40.2170427023355,"ATP6V0B;LAMP1;ATP6V0C;TUBB4A;ACTB;ACTG1;ATP6V0A1","L6","WTvsHET_in_Vehicle"
"Proximal tubule bicarbonate reclamation","3/22",0.000642870202832239,0.00578583182549015,0,0,20.4592363261094,150.36654279538,"MDH1;ATP1A1;ATP1B1","L6","WTvsHET_in_Vehicle"
"Aldosterone synthesis and secretion","5/102",0.00122772132101584,0.0104970172946854,0,0,6.74097084727248,45.182000275342,"GNAS;ATP1A1;ATP1B1;CALM1;CALM2","L6","WTvsHET_in_Vehicle"
"cGMP-PKG signaling pathway","6/172",0.00232818183907708,0.0189580521181991,0,0,4.74168674698795,28.7472708122814,"VDAC1;ATP1A1;ATP1B1;CALM1;CALM2;SLC25A4","L6","WTvsHET_in_Vehicle"
"Thyroid hormone synthesis","4/73",0.00255309522509492,0.0198445128859651,0,0,7.5419527078566,45.0288428119872,"GNAS;ATP1A1;ATP1B1;HSP90B1","L6","WTvsHET_in_Vehicle"
"Tuberculosis","6/178",0.00276164405795752,0.0205322232135102,0,0,4.57488372093023,26.9548905401245,"ATP6V0B;LAMP1;CALM1;CALM2;ATP6V0C;ATP6V0A1","L6","WTvsHET_in_Vehicle"
