"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Directory","DEG_test"
"Human T-cell leukemia virus 1 infection","3/245",0.223290563069624,0.343676352658178,0,0,1.87142403051494,2.80579120724412,"PPP3CA;MAPK8;MAPK1","Pvalb","VehicleVsPCB_in_HETs"
"Aldosterone-regulated sodium reabsorption","1/38",0.224136751733594,0.343676352658178,0,0,4.06019656019656,6.0720195488163,"MAPK1","Pvalb","VehicleVsPCB_in_HETs"
"African trypanosomiasis","1/39",0.229306056529278,0.348696813234605,0,0,3.95314992025518,5.82179470179666,"PLCB1","Pvalb","VehicleVsPCB_in_HETs"
"Ferroptosis","1/40",0.234441177271383,0.350708752991337,0,0,3.85159285159285,5.58693018993445,"FTH1","Pvalb","VehicleVsPCB_in_HETs"
"Nicotine addiction","1/40",0.234441177271383,0.350708752991337,0,0,3.85159285159285,5.58693018993445,"CACNA1A","Pvalb","VehicleVsPCB_in_HETs"
"Bladder cancer","1/41",0.239542338342275,0.355449921411118,0,0,3.75511363636364,5.36615163861749,"MAPK1","Pvalb","VehicleVsPCB_in_HETs"
"Measles","2/144",0.248526542923871,0.361688468900447,0,0,2.12073970540802,2.95250575037769,"HSPA8;MAPK8","Pvalb","VehicleVsPCB_in_HETs"
"Basal transcription factors","1/43",0.24964367146933,0.361688468900447,0,0,3.57593795093795,4.96240308771368,"GTF2H5","Pvalb","VehicleVsPCB_in_HETs"
"Nucleotide excision repair","1/43",0.24964367146933,0.361688468900447,0,0,3.57593795093795,4.96240308771368,"GTF2H5","Pvalb","VehicleVsPCB_in_HETs"
"Hedgehog signaling pathway","1/44",0.254644285017576,0.366051159712766,0,0,3.49260042283298,4.77748504905084,"GRK3","Pvalb","VehicleVsPCB_in_HETs"
"Phospholipase D signaling pathway","2/149",0.260838224216167,0.372048319812207,0,0,2.04808641013657,2.75233094646375,"MAPK1;PLCB1","Pvalb","VehicleVsPCB_in_HETs"
"Arginine and proline metabolism","1/50",0.283960903877272,0.391987378633269,0,0,3.06400742115028,3.85733627834156,"CKB","Pvalb","VehicleVsPCB_in_HETs"
"Cysteine and methionine metabolism","1/50",0.283960903877272,0.391987378633269,0,0,3.06400742115028,3.85733627834156,"MDH1","Pvalb","VehicleVsPCB_in_HETs"
"N-Glycan biosynthesis","1/50",0.283960903877272,0.391987378633269,0,0,3.06400742115028,3.85733627834156,"TUSC3","Pvalb","VehicleVsPCB_in_HETs"
"Cushing syndrome","2/159",0.285469069222055,0.391987378633269,0,0,1.91666261486848,2.40276964381502,"MAPK1;PLCB1","Pvalb","VehicleVsPCB_in_HETs"
"Hippo signaling pathway","2/159",0.285469069222055,0.391987378633269,0,0,1.91666261486848,2.40276964381502,"YWHAZ;ACTB","Pvalb","VehicleVsPCB_in_HETs"
"Hepatitis C","2/160",0.287929569192528,0.392437338751298,0,0,1.90443521113151,2.37109683483843,"MAPK1;YWHAZ","Pvalb","VehicleVsPCB_in_HETs"
"Amyotrophic lateral sclerosis (ALS)","1/52",0.293476490968141,0.397056428956897,0,0,2.9435531788473,3.60867180812005,"PPP3CA","Pvalb","VehicleVsPCB_in_HETs"
"Hepatocellular carcinoma","2/171",0.314916804990211,0.422953957067144,0,0,1.77948416820995,2.05609926322026,"MAPK1;ACTB","Pvalb","VehicleVsPCB_in_HETs"
"Endometrial cancer","1/58",0.321276704948374,0.428368939931166,0,0,2.63290802764487,2.98954204960887,"MAPK1","Pvalb","VehicleVsPCB_in_HETs"
"Inflammatory bowel disease (IBD)","1/59",0.325803334763717,0.431279234507367,0,0,2.58738244514107,2.90164940278019,"MAF","Pvalb","VehicleVsPCB_in_HETs"
"Phagosome","2/180",0.336835239715824,0.442697743626511,0,0,1.68873831374904,1.83761979892193,"ATP6V0C;ACTB","Pvalb","VehicleVsPCB_in_HETs"
"Aminoacyl-tRNA biosynthesis","1/66",0.356661681769615,0.461219049877912,0,0,2.30792540792541,2.37939635718908,"SARS","Pvalb","VehicleVsPCB_in_HETs"
"Non-small cell lung cancer","1/66",0.356661681769615,0.461219049877912,0,0,2.30792540792541,2.37939635718908,"MAPK1","Pvalb","VehicleVsPCB_in_HETs"
"Glycolysis / Gluconeogenesis","1/67",0.360954039034888,0.461219049877912,0,0,2.27284205693297,2.31603661211012,"GAPDH","Pvalb","VehicleVsPCB_in_HETs"
"Leishmaniasis","1/67",0.360954039034888,0.461219049877912,0,0,2.27284205693297,2.31603661211012,"MAPK1","Pvalb","VehicleVsPCB_in_HETs"
"Acute myeloid leukemia","1/69",0.369453665974705,0.465612839310587,0,0,2.20577094474153,2.19635217709371,"MAPK1","Pvalb","VehicleVsPCB_in_HETs"
"Cortisol synthesis and secretion","1/69",0.369453665974705,0.465612839310587,0,0,2.20577094474153,2.19635217709371,"PLCB1","Pvalb","VehicleVsPCB_in_HETs"
"Adipocytokine signaling pathway","1/71",0.377841082163604,0.470501109104072,0,0,2.14253246753247,2.0852874051684,"MAPK8","Pvalb","VehicleVsPCB_in_HETs"
"Melanoma","1/72",0.381993171491774,0.470501109104072,0,0,2.11224925309432,2.03272844694828,"MAPK1","Pvalb","VehicleVsPCB_in_HETs"
"Alcoholism","2/199",0.382364752460502,0.470501109104072,0,0,1.52439260665711,1.46552098580635,"MAPK1;CALM2","Pvalb","VehicleVsPCB_in_HETs"
"Thyroid hormone synthesis","1/73",0.386117758014754,0.470501109104072,0,0,2.08280723905724,1.98202620246187,"PLCB1","Pvalb","VehicleVsPCB_in_HETs"
"Inositol phosphate metabolism","1/73",0.386117758014754,0.470501109104072,0,0,2.08280723905724,1.98202620246187,"PLCB1","Pvalb","VehicleVsPCB_in_HETs"
"Bacterial invasion of epithelial cells","1/74",0.390215022461636,0.472365553506191,0,0,2.05417185554172,1.93309352722705,"ACTB","Pvalb","VehicleVsPCB_in_HETs"
"Chronic myeloid leukemia","1/76",0.398328302809456,0.479035344555163,0,0,1.99919191919192,1.84021364339142,"MAPK1","Pvalb","VehicleVsPCB_in_HETs"
"Cardiac muscle contraction","1/78",0.406334435387908,0.485490494229709,0,0,1.94706808343172,1.75348809397185,"CACNB2","Pvalb","VehicleVsPCB_in_HETs"
"Regulation of actin cytoskeleton","2/217",0.424253007652835,0.503629376826592,0,0,1.39549085744719,1.19652914693204,"MAPK1;ACTB","Pvalb","VehicleVsPCB_in_HETs"
"Rheumatoid arthritis","1/84",0.429723900202906,0.503933171239821,0,0,1.80576852866009,1.52517443499379,"ATP6V0C","Pvalb","VehicleVsPCB_in_HETs"
"Human papillomavirus infection","3/360",0.429986455894847,0.503933171239821,0,0,1.26115061409179,1.0644130966725,"MAGI1;MAPK1;ATP6V0C","Pvalb","VehicleVsPCB_in_HETs"
"Insulin secretion","1/86",0.437315304892652,0.507234306416344,0,0,1.76310160427807,1.45826278716329,"PLCB1","Pvalb","VehicleVsPCB_in_HETs"
"Viral myocarditis","1/87",0.441073309927255,0.507234306416344,0,0,1.74251233262861,1.42632333139308,"ACTB","Pvalb","VehicleVsPCB_in_HETs"
"Fc gamma R-mediated phagocytosis","1/87",0.441073309927255,0.507234306416344,0,0,1.74251233262861,1.42632333139308,"MAPK1","Pvalb","VehicleVsPCB_in_HETs"
"Viral carcinogenesis","2/229",0.451361946637334,0.515842224728382,0,0,1.32091334028315,1.05076769811471,"MAPK1;YWHAZ","Pvalb","VehicleVsPCB_in_HETs"
"TGF-beta signaling pathway","1/91",0.455857851617844,0.51776447344249,0,0,1.66473063973064,1.30776951872018,"MAPK1","Pvalb","VehicleVsPCB_in_HETs"
"mRNA surveillance pathway","1/96",0.47379379472777,0.534834713066931,0,0,1.57671451355662,1.17777907017781,"CSTF2","Pvalb","VehicleVsPCB_in_HETs"
"Longevity regulating pathway","1/102",0.494543900980058,0.554854132806894,0,0,1.48259825982598,1.04392612796586,"HSPA8","Pvalb","VehicleVsPCB_in_HETs"
"Amoebiasis","1/106",0.507924031260151,0.566412253041623,0,0,1.42582972582973,0.965890402655994,"PLCB1","Pvalb","VehicleVsPCB_in_HETs"
"Insulin resistance","1/110",0.520952562629361,0.577441394721701,0,0,1.37322768974145,0.89547668453779,"MAPK8","Pvalb","VehicleVsPCB_in_HETs"
"Cell cycle","1/123",0.560976296274973,0.617619943736665,0,0,1.22609289617486,0.708775645786607,"YWHAZ","Pvalb","VehicleVsPCB_in_HETs"
"Lysosome","1/124",0.563913861672607,0.617619943736665,0,0,1.21606306972161,0.696626310009194,"ATP6V0C","Pvalb","VehicleVsPCB_in_HETs"
"Oxidative phosphorylation","1/134",0.592237468221402,0.644802923980698,0,0,1.12406015037594,0.588836207282487,"ATP6V0C","Pvalb","VehicleVsPCB_in_HETs"
"Purine metabolism","1/136",0.597679133941325,0.646015259179028,0,0,1.10729517396184,0.569926192827623,"PDE10A","Pvalb","VehicleVsPCB_in_HETs"
"Signaling pathways regulating pluripotency of stem cells","1/137",0.600372876737032,0.646015259179028,0,0,1.09909759358289,0.560764379436631,"MAPK1","Pvalb","VehicleVsPCB_in_HETs"
"Parkinson disease","1/144",0.618734396400825,0.661901912428789,0,0,1.0449247721975,0.501646631304273,"UBB","Pvalb","VehicleVsPCB_in_HETs"
"Breast cancer","1/147",0.626344958870073,0.666170360879153,0,0,1.02329804898298,0.478754092723022,"MAPK1","Pvalb","VehicleVsPCB_in_HETs"
"Gastric cancer","1/150",0.633804723394019,0.668980171463697,0,0,1.00254220052878,0.457173659249914,"MAPK1","Pvalb","VehicleVsPCB_in_HETs"
"Non-alcoholic fatty liver disease (NAFLD)","1/151",0.636258315250799,0.668980171463697,0,0,0.995808080808081,0.450255263092311,"MAPK8","Pvalb","VehicleVsPCB_in_HETs"
"mTOR signaling pathway","1/154",0.643521619228771,0.672772601920988,0,0,0.976133887898594,0.430279482186176,"MAPK1","Pvalb","VehicleVsPCB_in_HETs"
"RNA transport","1/167",0.673368264445256,0.6988268746577,0,0,0.899096385542169,0.355559264645834,"EEF1A1","Pvalb","VehicleVsPCB_in_HETs"
"Neuroactive ligand-receptor interaction","2/348",0.676039041788427,0.6988268746577,0,0,0.861359925870361,0.33722624444508,"GABBR2;THRB","Pvalb","VehicleVsPCB_in_HETs"
"Ribosome","1/170",0.67989576875038,0.698887270670782,0,0,0.883001613770845,0.340675950892651,"RPL13","Pvalb","VehicleVsPCB_in_HETs"
"Huntington disease","1/192",0.723967836460949,0.740056010604526,0,0,0.780422021259718,0.252082800016403,"PLCB1","Pvalb","VehicleVsPCB_in_HETs"
"Epstein-Barr virus infection","1/229",0.78491816452456,0.796459371860353,0,0,0.652545188729399,0.158030663327286,"MAPK8","Pvalb","VehicleVsPCB_in_HETs"
"Thermogenesis","1/231",0.787802204774914,0.796459371860353,0,0,0.646805006587615,0.15426831714778,"ACTB","Pvalb","VehicleVsPCB_in_HETs"
"MicroRNAs in cancer","1/281",0.848652331723188,0.853289776158834,0,0,0.529951298701299,0.0869680181400127,"ZEB2","Pvalb","VehicleVsPCB_in_HETs"
"Olfactory transduction","2/1133",0.996227374107007,0.996227374107007,0,0,0.252914059705321,0.00095595449564976,"GRK3;CALM2","Pvalb","VehicleVsPCB_in_HETs"
"Ribosome","28/170",3.97510119196968e-27,7.07568012170602e-25,0,0,24.7081726024939,1502.00356889759,"RPL32;RPL34;RPLP1;RPL12;RPL11;RPL35;RPL13;RPL37;RPS2;RPS10;RPS13;RPL19;RPS9;RPS7;RPS8;RPL23;RPS5;RPL13A;MRPS21;RPSA;RPL24;RPL27;RPS20;RPL22L1;RPL26;UBA52;RPS21;RPS24","Sncg","VehicleVsPCB_in_HETs"
"Oxidative phosphorylation","14/134",2.65723263603966e-11,2.3649370460753e-09,0,0,13.437134502924,327.20968865547,"NDUFB9;COX7B;NDUFA6;NDUFA11;NDUFA4;COX4I1;COX6C;COX7C;COX6B1;ATP5L;UQCRQ;ATP6V0D1;ATP6V1D;ATP6V0C","Sncg","VehicleVsPCB_in_HETs"
"Parkinson disease","13/144",8.70139830498425e-10,5.16282966095732e-08,0,0,11.3568258476833,236.930270975461,"NDUFB9;COX7B;NDUFA6;NDUFA11;NDUFA4;COX4I1;COX6C;COX7C;COX6B1;UBB;UQCRQ;VDAC1;SLC25A4","Sncg","VehicleVsPCB_in_HETs"
"Huntington disease","13/192",2.87408907222143e-08,1.20144704384155e-06,0,0,8.29115239703781,143.97540506563,"NDUFB9;COX7B;NDUFA6;NDUFA11;NDUFA4;COX4I1;DCTN4;COX6C;COX7C;COX6B1;UQCRQ;VDAC1;SLC25A4","Sncg","VehicleVsPCB_in_HETs"
"Thermogenesis","14/231",3.37485124674593e-08,1.20144704384155e-06,0,0,7.39407658932277,127.210129958688,"NDUFB9;COX7B;NDUFA6;NDUFA11;NDUFA4;COX4I1;COX6C;COX7C;ACTG1;COX6B1;ATP5L;UQCRQ;CNR1;GNAS","Sncg","VehicleVsPCB_in_HETs"
"Alzheimer disease","12/175",8.66597982691231e-08,2.57090734865065e-06,0,0,8.36284974644491,135.99060577005,"NDUFB9;COX7B;NDUFA6;NDUFA11;UQCRQ;NDUFA4;COX4I1;COX6C;CALM2;COX7C;GAPDH;COX6B1","Sncg","VehicleVsPCB_in_HETs"
"Non-alcoholic fatty liver disease (NAFLD)","11/151",1.64448840534503e-07,4.18169908787735e-06,0,0,8.88444170771757,138.780899310452,"CDC42;NDUFB9;COX7B;NDUFA6;NDUFA11;UQCRQ;NDUFA4;COX4I1;COX6C;COX7C;COX6B1","Sncg","VehicleVsPCB_in_HETs"
"Cardiac muscle contraction","7/78",7.8526411514221e-06,0.000174721265619142,0,0,10.9359075803133,128.547882291422,"COX7B;UQCRQ;COX4I1;ATP1B1;COX6C;COX7C;COX6B1","Sncg","VehicleVsPCB_in_HETs"
"Synaptic vesicle cycle","6/77",7.94345928570663e-05,0.00157103972539531,0,0,9.32126839247777,87.9981483269838,"DNM3;SLC1A2;ATP6V0D1;CPLX2;ATP6V0C;ATP6V1D","Sncg","VehicleVsPCB_in_HETs"
"Collecting duct acid secretion","3/27",0.00193415017362875,0.0344278730905918,0,0,13.5927197802198,84.9284989575957,"ATP6V0D1;ATP6V1D;ATP6V0C","Sncg","VehicleVsPCB_in_HETs"
"Circadian rhythm","3/30",0.00263064865423584,0.0408175317588119,0,0,12.0805860805861,71.7650215317292,"CRY2;SKP1A;RBX1","Sncg","VehicleVsPCB_in_HETs"
"Retrograde endocannabinoid signaling","6/150",0.00275174371407721,0.0408175317588119,0,0,4.57891061452514,26.9950613516422,"NDUFB9;GABRA1;NDUFA6;NDUFA11;CNR1;NDUFA4","Sncg","VehicleVsPCB_in_HETs"
"Protein processing in endoplasmic reticulum","6/163",0.00414143445437965,0.0563315341662435,0,0,4.1969896452336,23.0276779184622,"DNAJA1;HSPA8;HSP90AB1;TUSC3;SKP1A;RBX1","Sncg","VehicleVsPCB_in_HETs"
"Taurine and hypotaurine metabolism","2/11",0.00443057010296298,0.0563315341662435,0,0,24.0510018214936,130.337838731681,"GGT7;GAD2","Sncg","VehicleVsPCB_in_HETs"
"Bacterial invasion of epithelial cells","4/74",0.00492726161136447,0.058470171121525,0,0,6.2336227308603,33.1190624001079,"DNM3;CDC42;ELMO1;ACTG1","Sncg","VehicleVsPCB_in_HETs"
"Salivary secretion","4/78",0.00593677420810052,0.0660466130651183,0,0,5.89547558608332,30.2236823865739,"CST3;GNAS;ATP1B1;CALM2","Sncg","VehicleVsPCB_in_HETs"
"Spliceosome","5/132",0.00771439299768188,0.0807742325639632,0,0,4.30621172353456,20.9482881096297,"HSPA8;HNRNPA3;SRSF3;PRPF40A;U2SURP","Sncg","VehicleVsPCB_in_HETs"
"Rap1 signaling pathway","6/209",0.0133034962974494,0.131556796719222,0,0,3.23835209290806,13.988801501028,"CDC42;CNR1;GNAS;KRIT1;CALM2;ACTG1","Sncg","VehicleVsPCB_in_HETs"
"Endocrine and other factor-regulated calcium reabsorption","3/55",0.0143653759614686,0.13458089058639,0,0,6.26468723584108,26.580657071193,"DNM3;GNAS;ATP1B1","Sncg","VehicleVsPCB_in_HETs"
"Proximal tubule bicarbonate reclamation","2/22",0.017409275596361,0.154942552807613,0,0,10.8169398907104,43.8167423515706,"MDH1;ATP1B1","Sncg","VehicleVsPCB_in_HETs"
"Glutathione metabolism","3/64",0.0214826313867923,0.182090875564239,0,0,5.33795712484237,20.5004804548535,"GGT7;GPX4;MGST3","Sncg","VehicleVsPCB_in_HETs"
"Oocyte meiosis","4/116",0.0227770302154967,0.184286880834473,0,0,3.88772691397001,14.703393675879,"YWHAB;SKP1A;CALM2;RBX1","Sncg","VehicleVsPCB_in_HETs"
"Necroptosis","5/176",0.0240349978367212,0.186009983258103,0,0,3.19103313840156,11.8969510060999,"FTL1;HSP90AB1;VDAC1;PPIA;SLC25A4","Sncg","VehicleVsPCB_in_HETs"
"Gastric acid secretion","3/74",0.0312740294608605,0.223283831977298,0,0,4.58381055564154,15.8827534808837,"GNAS;ATP1B1;CALM2","Sncg","VehicleVsPCB_in_HETs"
"Calcium signaling pathway","5/189",0.0313600887608564,0.223283831977298,0,0,2.96361714975845,10.2606923547688,"GNAS;HTR2C;VDAC1;CALM2;SLC25A4","Sncg","VehicleVsPCB_in_HETs"
"Estrogen signaling pathway","4/134",0.0360062417033739,0.246504270123098,0,0,3.34636634084148,11.123532454061,"HSPA8;HSP90AB1;GNAS;CALM2","Sncg","VehicleVsPCB_in_HETs"
"Rheumatoid arthritis","3/84",0.0430259771643421,0.279606478843499,0,0,4.01587301587302,12.6337406361183,"ATP6V0D1;ATP6V0C;ATP6V1D","Sncg","VehicleVsPCB_in_HETs"
"Fluid shear stress and atherosclerosis","4/143",0.0439830416158313,0.279606478843499,0,0,3.12826423943718,9.7725446281844,"HSP90AB1;MGST3;CALM2;ACTG1","Sncg","VehicleVsPCB_in_HETs"
"Insulin secretion","3/86",0.0456064097054169,0.279928997502214,0,0,3.91870779822587,12.0998215333342,"GNAS;CCK;ATP1B1","Sncg","VehicleVsPCB_in_HETs"
"GnRH signaling pathway","3/90",0.0509918938688861,0.293573553444824,0,0,3.73777946191739,11.1239628557869,"CDC42;GNAS;CALM2","Sncg","VehicleVsPCB_in_HETs"
"TGF-beta signaling pathway","3/91",0.0523844835021463,0.293573553444824,0,0,3.69511738261738,10.8974363912487,"ID2;SKP1A;RBX1","Sncg","VehicleVsPCB_in_HETs"
"Ferroptosis","2/40",0.0527772680350245,0.293573553444824,0,0,5.68794938165085,16.7320968512554,"FTL1;GPX4","Sncg","VehicleVsPCB_in_HETs"
"Vasopressin-regulated water reabsorption","2/43",0.060020729541996,0.323748177529554,0,0,5.27095828335333,14.8275497606412,"DCTN4;GNAS","Sncg","VehicleVsPCB_in_HETs"
"Mineral absorption","2/44",0.0625070731166688,0.327242912199031,0,0,5.14519906323185,14.2649386478491,"FTL1;ATP1B1","Sncg","VehicleVsPCB_in_HETs"
"Aldosterone synthesis and secretion","3/102",0.0688838742133416,0.350323703142137,0,0,3.28271728271728,8.78236244930636,"GNAS;ATP1B1;CALM2","Sncg","VehicleVsPCB_in_HETs"
"Pancreatic secretion","3/105",0.0737465174780349,0.364635558641395,0,0,3.18568196509373,8.30545996092381,"GNAS;CCK;ATP1B1","Sncg","VehicleVsPCB_in_HETs"
"cGMP-PKG signaling pathway","4/172",0.0758456932702656,0.364879281138034,0,0,2.58445146014207,6.66544079191416,"VDAC1;ATP1B1;CALM2;SLC25A4","Sncg","VehicleVsPCB_in_HETs"
"Cysteine and methionine metabolism","2/50",0.078120393358315,0.365932368888949,0,0,4.50068306010929,11.4745100841243,"MAT2A;MDH1","Sncg","VehicleVsPCB_in_HETs"
"Axon guidance","4/180",0.086236020638359,0.383750291840697,0,0,2.46597187343044,6.04327667180494,"ENAH;CDC42;SEMA3C;CFL1","Sncg","VehicleVsPCB_in_HETs"
"Phagosome","4/180",0.086236020638359,0.383750291840697,0,0,2.46597187343044,6.04327667180494,"ATP6V0D1;ATP6V1D;ATP6V0C;ACTG1","Sncg","VehicleVsPCB_in_HETs"
"Regulation of lipolysis in adipocytes","2/56",0.094801220451643,0.411576030253474,0,0,3.99939283545841,9.42246152010218,"NPY;GNAS","Sncg","VehicleVsPCB_in_HETs"
"Legionellosis","2/58",0.10057059511674,0.418925035014156,0,0,3.85616705698673,8.85721221712738,"EEF1A1;HSPA8","Sncg","VehicleVsPCB_in_HETs"
"Neurotrophin signaling pathway","3/121",0.102096930757102,0.418925035014156,0,0,2.75149003538834,6.27843970372006,"CDC42;MAGED1;CALM2","Sncg","VehicleVsPCB_in_HETs"
"Endocytosis","5/269",0.104956086065225,0.418925035014156,0,0,2.05713383838384,4.63721834369318,"DNM3;CDC42;HSPA8;UBB;VPS35","Sncg","VehicleVsPCB_in_HETs"
"Cell cycle","3/123",0.105908014469871,0.418925035014156,0,0,2.70535714285714,6.07402551731923,"YWHAB;SKP1A;RBX1","Sncg","VehicleVsPCB_in_HETs"
"Inflammatory mediator regulation of TRP channels","3/127",0.113694630557684,0.439948787810169,0,0,2.61755583126551,5.69119224520756,"GNAS;HTR2C;CALM2","Sncg","VehicleVsPCB_in_HETs"
"Glycolysis / Gluconeogenesis","2/67",0.12763302385679,0.46385948186838,0,0,3.32072299285414,6.83602751484662,"TPI1;GAPDH","Sncg","VehicleVsPCB_in_HETs"
"Amphetamine addiction","2/68",0.13073822671968,0.46385948186838,0,0,3.2702434177844,6.6535006411171,"GNAS;CALM2","Sncg","VehicleVsPCB_in_HETs"
"Renal cell carcinoma","2/68",0.13073822671968,0.46385948186838,0,0,3.2702434177844,6.6535006411171,"CDC42;RBX1","Sncg","VehicleVsPCB_in_HETs"
"cAMP signaling pathway","4/211",0.132425223290203,0.46385948186838,0,0,2.09336215869966,4.23222803499575,"NPY;GNAS;ATP1B1;CALM2","Sncg","VehicleVsPCB_in_HETs"
"Ubiquitin mediated proteolysis","3/138",0.136162864257349,0.46385948186838,0,0,2.4029304029304,4.79121152907484,"UBE4A;SKP1A;RBX1","Sncg","VehicleVsPCB_in_HETs"
"Regulation of actin cytoskeleton","4/217",0.142353654226315,0.46385948186838,0,0,2.03377169091899,3.96471750173398,"ENAH;CDC42;CFL1;ACTG1","Sncg","VehicleVsPCB_in_HETs"
"Adherens junction","2/72",0.143327367993039,0.46385948186838,0,0,3.08274785323966,5.98861989931707,"CDC42;ACTG1","Sncg","VehicleVsPCB_in_HETs"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)","2/72",0.143327367993039,0.46385948186838,0,0,3.08274785323966,5.98861989931707,"CDH2;ACTG1","Sncg","VehicleVsPCB_in_HETs"
"Bile secretion","2/72",0.143327367993039,0.46385948186838,0,0,3.08274785323966,5.98861989931707,"GNAS;ATP1B1","Sncg","VehicleVsPCB_in_HETs"
"Thyroid hormone synthesis","2/73",0.146513889503224,0.465704863063819,0,0,3.0391749403525,5.8371459017409,"GNAS;ATP1B1","Sncg","VehicleVsPCB_in_HETs"
"Pertussis","2/76",0.156158834302378,0.476039004802546,0,0,2.91552207945651,5.41377936528232,"CFL1;CALM2","Sncg","VehicleVsPCB_in_HETs"
"Renin secretion","2/76",0.156158834302378,0.476039004802546,0,0,2.91552207945651,5.41377936528232,"GNAS;CALM2","Sncg","VehicleVsPCB_in_HETs"
"Adrenergic signaling in cardiomyocytes","3/148",0.157788209457024,0.476039004802546,0,0,2.23607427055703,4.1289146995903,"GNAS;ATP1B1;CALM2","Sncg","VehicleVsPCB_in_HETs"
"Salmonella infection","2/78",0.162654672974033,0.482542196489633,0,0,2.83851020995111,5.15509189901234,"CDC42;ACTG1","Sncg","VehicleVsPCB_in_HETs"
"Oxytocin signaling pathway","3/154",0.171241024897528,0.499686925110818,0,0,2.14656866312495,3.78801368444699,"GNAS;CALM2;ACTG1","Sncg","VehicleVsPCB_in_HETs"
"Human immunodeficiency virus 1 infection","4/238",0.179250346154046,0.514621961539034,0,0,1.84927043490579,3.1788438546297,"CFL1;SKP1A;CALM2;RBX1","Sncg","VehicleVsPCB_in_HETs"
"Hippo signaling pathway","3/159",0.182694048838184,0.516183185606298,0,0,2.07724006762468,3.53118844420126,"YWHAB;ID2;ACTG1","Sncg","VehicleVsPCB_in_HETs"
"Gap junction","2/86",0.189078625711723,0.518228303492549,0,0,2.56713505074161,4.27580047978678,"GNAS;HTR2C","Sncg","VehicleVsPCB_in_HETs"
"Fc gamma R-mediated phagocytosis","2/87",0.192423421547026,0.518228303492549,0,0,2.53680488588878,4.18079908672628,"CDC42;CFL1","Sncg","VehicleVsPCB_in_HETs"
"Phenylalanine metabolism","1/23",0.192536764752594,0.518228303492549,0,0,4.88957509881423,8.05541928028239,"MIF","Sncg","VehicleVsPCB_in_HETs"
"Antigen processing and presentation","2/90",0.202502888770921,0.518228303492549,0,0,2.44995032290114,3.91257342677175,"HSPA8;HSP90AB1","Sncg","VehicleVsPCB_in_HETs"
"Dilated cardiomyopathy (DCM)","2/90",0.202502888770921,0.518228303492549,0,0,2.44995032290114,3.91257342677175,"GNAS;ACTG1","Sncg","VehicleVsPCB_in_HETs"
"GABAergic synapse","2/90",0.202502888770921,0.518228303492549,0,0,2.44995032290114,3.91257342677175,"GABRA1;GAD2","Sncg","VehicleVsPCB_in_HETs"
