"gene_name","module","color","kME_turquoise","kME_blue","kME_grey","kME_yellow","kME_black","kME_brown","kME_green","kME_red"
"Kdm5b","grey","grey",0.0717554791134429,0.0574620088948475,0.12438140603607,0.0950130588634743,0.0630600537194646,0.0422218594526694,0.088932149985481,0.0935523007162312
"Ppp1r12b","grey","grey",0.0571447995053399,0.0630050045396293,0.0983664950175859,0.053133025161665,0.0621661196745551,0.0178596947965687,0.0642967083165848,0.0538164471486517
"Timm17a","turquoise","turquoise",0.161200492215229,0.126233869788272,0.119943878238982,0.0531726716559793,0.0265022068648051,0.0940561644219559,0.102705241256722,0.0346716810961941
"Shisa4","grey","grey",0.101943526585443,0.00775014825241356,0.14144495805229,0.160722258067012,0.0213434285284464,0.0183676918698173,0.129450380529334,0.107698489874243
"Ipo9","grey","grey",0.0559686802726937,0.0757199171852243,0.0842072682807687,0.0585359031332982,0.0640333810897185,0.0212889504600393,0.0774273957470352,0.0279865589591442
"Nav1","blue","blue",0.0174048312568916,0.16227870381521,0.0546516551771731,-0.110071332537621,0.144570264600244,0.0472881658326146,-0.0289420690723588,-0.046425067557517
"Camsap2","grey","grey",0.128292900380724,0.0956637768076143,0.152635780327598,0.111661468828172,0.0498480700336246,0.05779095763611,0.125743070586629,0.0855031712427448
"Kcnt2","yellow","yellow",0.0496304157834033,0.0232753716286852,0.117251810034825,0.223414729663767,0.0648202286637495,0.00860794527138338,0.172766006270072,0.143591877159267
"B3galt2","brown","brown",0.0623895858542698,0.0896789776646639,0.10134605142233,0.069756304923851,0.094288643767268,0.12830750899084,0.0911273894582095,0.0700291551090317
"Glrx2","grey","grey",0.10316011347058,0.0924163088583249,0.145742588821547,0.103322829201826,0.0803372822895121,0.0865222788122935,0.109222502465881,0.096660048194339
"Trove2","blue","blue",0.105104939121888,0.143761362033186,0.0960911132007489,0.0355990339189527,0.0664974759726629,0.0338479532091745,0.0980030339208766,-0.00969555248182896
"Brinp3","grey","grey",0.0294359643504702,-0.0139993114248167,0.038974712204349,0.202266140833271,-0.0271857264800745,-0.10382006673401,0.162307629836288,0.0295274769219016
"BC003331","brown","brown",0.0706737133840574,0.0671791835530451,0.0844924615325584,0.0011425825050362,0.0472513255030496,0.0976310384424281,0.0154229000674474,0.0498403065291487
"Tpr","turquoise","turquoise",0.205274565116732,0.176243356929354,0.180598315615365,0.0731542865321048,0.0740000444367599,0.108050375095915,0.138322874755255,0.0539827123916917
"Ivns1abp","grey","grey",0.0423141619274841,0.0529529549674254,0.101945538938056,0.108283059737057,0.0674256789075986,0.00298040636846112,0.0888514448509627,0.0776113230440834
"Swt1","grey","grey",0.0290915953841547,0.0679227724392155,0.049753797847059,0.00634386864227626,0.0613282652956025,0.00475496140049432,0.0333271296583443,-0.00513488003838897
"Trmt1l","grey","grey",0.0521447752750844,0.0844392206009163,0.0878225373518056,0.0141352369237476,0.0777861951542017,0.0336558100236396,0.0453843624111919,0.0262780241717709
"Arpc5","grey","grey",0.0748245892800904,0.0289842452446427,0.120234498674649,0.0632927089473395,0.0381711335696636,0.105272342968552,0.0351228012809593,0.127488816106962
"Dhx9","grey","grey",0.134539102054457,0.0917572994187532,0.131164354511517,0.0672502847499077,0.0297967397481225,0.106675620980793,0.0953811967761985,0.072479482608011
"Cacna1e","red","red",-0.0545203984362902,-0.0913040864731181,0.120667435420377,0.12881022530327,0.084534259802096,0.131245158216289,0.000151018774391525,0.307434117944257
"Stx6","grey","grey",0.0545771895878013,0.00340238769326365,0.0930975062462278,0.11098964364752,0.0150632618059353,0.0183659415956886,0.0769240360396729,0.0982427650858586
"Xpr1","brown","brown",0.0246519125374061,0.0307143159281107,0.0356147227309743,-0.00779078108162615,0.0383413678172473,0.0312132118961871,0.012009120201535,0.0139641259166074
"Acbd6","turquoise","turquoise",0.153951246233843,0.119012972742437,0.14596269282908,0.0937424199133706,0.0480001750219376,0.0544255776735131,0.12952554851492,0.0543402573087851
"Cep350","grey","grey",0.0416811795772159,0.0737048570301157,0.075499588177326,0.0345500162364288,0.0775937963610572,0.00996134362034054,0.0607246010503072,0.0208576980157844
"Tor1aip2","grey","grey",0.0649268763961236,0.0928661313494922,0.104366810382056,0.0394392173346502,0.0755024865455618,0.036850676930552,0.0605408241761059,0.0378620646684
