SYMBOL,FC,logFC,P.Value,adj.P.Val,AveExpr,t,B
AC149090.1,1.251102903,0.323200456,2.90164E-08,7.14721E-07,10.93132426,5.57384099,8.338175636
5330434G04Rik,-1.242434701,-0.31317003,3.27989E-08,7.67493E-07,11.64136312,-5.552068723,8.241550946
Negr1,1.226379271,0.294405217,1.33656E-07,2.97862E-06,10.22879353,5.296660339,6.821224341
Ckb,1.249182557,0.32098433,1.47279E-07,3.13302E-06,11.20646558,5.278601871,6.790674892
Ptprd,1.244999896,0.316145622,1.71567E-07,3.49102E-06,10.45860892,5.250086903,6.597279404
Zcchc18,1.207901908,0.2725033,1.96243E-07,3.82673E-06,10.45826136,5.224868781,6.467631983
Kcnc2,-1.253080264,-0.325478827,2.61037E-07,4.88661E-06,10.84717181,-5.170956317,6.225927908
Mbnl2,1.204894036,0.268906275,2.77386E-07,4.99294E-06,10.26785423,5.159411667,6.122839942
Xist,1.184430412,0.24419344,4.70603E-07,8.15712E-06,12.60739368,5.057948827,5.692207717
Celf4,1.209759439,0.274720196,1.13573E-06,1.86552E-05,10.30986909,4.88462558,4.777181194
Srsf7,1.19740998,0.2599172,1.15599E-06,1.86552E-05,10.77280408,4.881091549,4.798198128
Cemip,-1.240191295,-0.310562669,1.82709E-06,2.85026E-05,10.77596132,-4.788746818,4.362571113
Camk2a,1.203299562,0.266995847,2.34048E-06,3.53337E-05,10.3043332,4.738117752,4.087277684
Zeb2,-1.19791704,-0.260528,2.44463E-06,3.56423E-05,10.43491181,-4.729166451,4.053859993
Ly6h,1.213373805,0.279024071,2.51324E-06,3.56423E-05,10.80647312,4.723467494,4.060803405
Elavl2,-1.205815395,-0.270009054,2.99248E-06,4.11906E-05,10.61507972,-4.687388922,3.878097281
Syn2,1.194595732,0.256522472,3.76758E-06,5.0378E-05,10.78961405,4.639390051,3.674726366
Uba52,-1.182208604,-0.241484625,4.29009E-06,5.57712E-05,10.29769715,-4.612127625,3.508028551
Tanc2,1.178956223,0.23751015,4.43611E-06,5.61108E-05,10.24830536,4.605078705,3.474852579
Hcn1,-1.198936057,-0.261754717,5.01348E-06,6.1745E-05,10.77566941,-4.579226651,3.402973677
Elmod1,1.192594359,0.254103418,5.81779E-06,6.98135E-05,10.74090349,4.547611007,3.258141229
Gapdh,1.213049328,0.278638219,6.02198E-06,7.04571E-05,11.92463258,4.540253362,3.268548964
Anks1b,1.19405842,0.255873423,6.49405E-06,7.41272E-05,10.76456562,4.524118144,3.155803745
Tspan7,1.177718046,0.235994189,7.95455E-06,8.86364E-05,10.25578913,4.480490113,2.920677847
Hsp90ab1,1.198135266,0.260790793,9.58191E-06,0.000102603,11.598595,4.44012204,2.822733314
Mef2c,-1.197827902,-0.260420644,9.68103E-06,0.000102603,11.67951072,-4.437880401,2.814612826
Gabrb3,1.175286915,0.233012995,9.86563E-06,0.000102603,10.27983065,4.433763662,2.717987571
Celf2,1.217793835,0.284269915,1.05489E-05,0.000107324,10.97700387,4.419140764,2.710870668
Map2,1.179738143,0.238466672,1.12096E-05,0.000111619,11.07712534,4.40583804,2.659018403
Ubb,1.190880159,0.252028239,1.25033E-05,0.000121907,11.07496584,4.381831285,2.555531595
Ppp3ca,1.1890998,0.249869804,1.30691E-05,0.000124823,10.42562392,4.372069353,2.46248233
Dlg2,1.180336531,0.239198251,1.73602E-05,0.000162492,11.02675097,4.308974217,2.243102325
Pcdh9,1.183582378,0.243160122,1.91401E-05,0.000175639,10.41730721,4.287093135,2.100988124
Cox7b,-1.170791261,-0.227483882,2.88031E-05,0.000259228,10.44861393,-4.194371723,1.715958803
