SYMBOL,FC,logFC,P.Value,adj.P.Val,AveExpr,t,B
Aak1,-1.056322423,-0.079050258,0.005887676,0.018572711,10.16224792,-2.755055983,-3.212524114
Slc6a6,1.052398933,0.073681691,0.005950372,0.018690272,9.576213332,2.751583634,-3.265706217
Camk4,1.055399196,0.077788789,0.00606323,0.018963721,9.653010159,2.745415428,-3.277850978
Sptan1,1.056446411,0.079219588,0.006146596,0.019109794,10.51415975,2.740925209,-3.244122839
Celf2,-1.049471564,-0.069663077,0.006161934,0.019109794,12.25390969,-2.740105082,-3.353093759
Dnajb4,1.054086125,0.075992749,0.006636388,0.020494728,9.70973691,2.715601367,-3.354876457
Rgs7bp,-1.055990177,-0.078596414,0.006725207,0.020682123,10.00025202,-2.71119024,-3.341894459
Appl1,-1.052649235,-0.074024781,0.006937271,0.021245392,9.661893866,-2.700866455,-3.397658045
Atp11b,1.054014039,0.075894084,0.006972609,0.021265012,9.605710374,2.69917372,-3.405480118
Cit,-1.055702114,-0.078202809,0.007463566,0.022668269,9.772642114,-2.676420579,-3.454261491
Rgs6,1.055705319,0.078207189,0.007631087,0.023081682,9.705054488,2.668963723,-3.479601049
Srek1,-1.053454859,-0.075128496,0.00771054,0.023226422,10.6674156,-2.66547821,-3.448631064
Epha5,1.061026992,0.085461358,0.008232105,0.024696314,11.0202044,2.643365722,-3.521776133
Arpp21,1.049954102,0.070326263,0.00829514,0.024728091,11.98056082,2.640778834,-3.597456028
Celf5,-1.053278623,-0.074887122,0.008309984,0.024728091,9.767557454,-2.640172194,-3.550172614
H3f3b,1.053715697,0.075485666,0.008426279,0.024875724,9.981721464,2.635452947,-3.545407935
Ccdc88a,-1.053526436,-0.075226516,0.008427286,0.024875724,9.976906306,-2.635412327,-3.544372329
Ubn2,-1.052931246,-0.074411235,0.008775286,0.025799341,9.694601795,-2.621631902,-3.604361315
Synj1,-1.049408734,-0.069576703,0.00904284,0.026480029,9.573252574,-2.611365363,-3.638782081
Raph1,-1.052003937,-0.073140104,0.009765103,0.028481549,9.703876131,-2.584947396,-3.698335986
Lingo2,1.055827319,0.078373901,0.009863117,0.028510718,10.71068285,2.581497706,-3.66800334
Mef2c,-1.054987494,-0.077225897,0.009889394,0.028510718,11.56259071,-2.580578057,-3.722098579
Peg3,1.059067586,0.08279466,0.009891474,0.028510718,10.3058447,2.580505369,-3.668918373
Rapgef5,-1.053600879,-0.075328455,0.010095479,0.02894699,9.787727343,-2.573440033,-3.720823516
Tanc2,1.053029414,0.074545736,0.010121601,0.02894699,10.18633409,2.572544575,-3.693991281
Rnpc3,1.05357978,0.075299563,0.010258303,0.029224235,9.833876512,2.567891629,-3.731905983
Nrn1,1.053689965,0.075450434,0.010312374,0.029264845,9.802944796,2.566066434,-3.739070386
Pbx1,1.051258235,0.072117102,0.010790237,0.030503169,9.700668375,2.550296075,-3.786806934
Srsf1,1.049569607,0.069797848,0.01094915,0.030833813,9.680197071,2.545189163,-3.801066232
Tenm4,1.049758437,0.070057384,0.01105683,0.031018206,9.600046644,2.541766018,-3.814633968
Dlg2,1.04989727,0.070248171,0.011212135,0.031334293,10.9837124,2.536880703,-3.793009414
Gprasp2,1.052358081,0.073625688,0.01127422,0.031388454,9.832278665,2.534944526,-3.815292747
Ckb,1.055002462,0.077246365,0.011434859,0.031715551,10.11577153,2.52997851,-3.805687626
Tnik,1.052582039,0.073932682,0.01154291,0.031894883,10.23449813,2.526672917,-3.807516975
Rps24,-1.050881974,-0.071600648,0.011643785,0.032053117,9.616553178,-2.523611557,-3.859430444
Gnao1,1.049941602,0.070309087,0.011849655,0.032498122,9.859401854,2.517436164,-3.856825737
Rpl29,-1.048819282,-0.068766115,0.012146812,0.033189244,9.605100163,-2.508688234,-3.89736063
Cacng3,1.054690023,0.076819048,0.012286094,0.033445477,10.26224125,2.504653086,-3.861283792
D430041D05Rik,-1.049712291,-0.069993963,0.01245772,0.033787544,9.643752475,-2.499736249,-3.917153352
R3hdm1,-1.055418792,-0.077815577,0.012559496,0.033927598,11.56180055,-2.496848805,-3.932773472
Srsf11,1.043186998,0.060997793,0.012601679,0.033927598,11.61972731,2.495658099,-3.939280892
2410089E03Rik,1.050373772,0.070902797,0.013327162,0.035749868,9.974897136,2.475713321,-3.950346302
Acin1,1.047279616,0.066646683,0.013692362,0.03659595,9.63493997,2.466034208,-4.000457401
Atp6v0b,1.043195205,0.061009144,0.013762577,0.036617943,11.57075729,2.464199463,-4.012859934
Samd12,1.047115834,0.066421045,0.013800232,0.036617943,9.630102934,2.463218937,-4.007643771
Dclk1,-1.0527294,-0.074134645,0.014116534,0.037194185,10.91821835,-2.455074409,-3.992320975
Cacna2d1,1.050452833,0.071011385,0.014118609,0.037194185,10.90383184,2.455021505,-3.991295326
Tnr,1.047497286,0.066946506,0.014521343,0.038118525,9.63000484,2.444882706,-4.052247291
Rere,1.045804621,0.06461335,0.014709162,0.038451366,9.553885293,2.440238953,-4.068123192
Atp2b2,-1.055625776,-0.078098483,0.014752769,0.038451366,10.25740883,-2.439168255,-4.020713134
Zfp950,-1.050253563,-0.07073768,0.015250686,0.039608672,10.25062397,-2.427136635,-4.049961914
Xist,-1.041295796,-0.058379947,0.015646106,0.040481165,12.62660607,-2.417825788,-4.200294715
Zmynd8,-1.048025367,-0.067673637,0.015696778,0.040481165,9.697556528,-2.416647623,-4.115944542
Rufy3,-1.04823069,-0.067956253,0.015847617,0.040727268,9.728014937,-2.41316025,-4.121952743
Phf3,1.047982519,0.067614652,0.016190385,0.041463182,9.957868293,2.405342791,-4.121866059
Ptprn2,1.046731502,0.065891423,0.017247782,0.044017777,9.63030492,2.382110889,-4.202400843
Atpif1,-1.047889764,-0.067486956,0.017473415,0.044439308,9.943461251,-2.377315984,-4.188029479
Pde10a,-1.048827093,-0.068776859,0.018286679,0.046347273,9.676792303,-2.360472141,-4.250428154
C2cd5,-1.046305555,-0.065304227,0.018476583,0.046667659,9.652507985,-2.356633662,-4.261023762
Tnrc6b,-1.04483087,-0.063269428,0.019013108,0.047755079,9.576714773,-2.345972655,-4.290608899
Rps2,-1.048387629,-0.068172235,0.019037059,0.047755079,10.40996873,-2.345502905,-4.2395433
Ociad1,1.045235114,0.063827497,0.019419551,0.048474648,9.668019754,2.338070214,-4.303114345
Usp15,-1.045953184,-0.064818279,0.019455811,0.048474648,9.743268964,-2.337372261,-4.299119623
Gprasp1,1.048045506,0.06770136,0.019659719,0.048817208,10.01488082,2.333468347,-4.285965458
2900097C17Rik,-1.04618446,-0.065137245,0.02013249,0.04982283,9.794830104,-2.324551236,-4.324292141
Ndfip1,1.048295098,0.068044896,0.020414526,0.05020103,10.13603652,2.319318355,-4.310269021
Schip1,1.05044602,0.071002028,0.020421916,0.05020103,10.43996378,2.319182089,-4.300678476
